Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL
Lamine Camara,Monaco,MF,21-349,0,3,604,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mahdi Camara,Rennes,MF,27-169,1,1,"1,070",14,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ousmane Camara,Angers,DF,22-285,1,0,"1,323",16,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Axel Camblan,Brest,"FW,MF",22-108,0,0,12,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jaydee Canvot,Toulouse,"MF,DF",19-140,0,0,180,2,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Pierrick Capelle,Angers,MF,38-245,0,0,62,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Igor Carioca,Lorient,DF,29-117,1,0,585,7,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Patrik Carlgren,Nantes,GK,33-342,0,0,92,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kevin Carlos,Nice,FW,24-250,0,0,551,10,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Josué Casimir,Auxerre,"MF,DF",24-083,0,0,931,15,,,2.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Cristian Cásseres Jr.,Toulouse,MF,25-330,0,0,"1,258",15,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Fabien Centonze,Nantes,DF,29-334,1,0,118,6,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Brendan Chardonnet,Brest,DF,30-359,0,1,"1,196",14,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Samir Chergui,Paris FC,DF,26-313,1,0,973,12,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Sidiki Cherif,Angers,FW,19-001,4,0,979,16,,,2.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lucas Chevalier,Paris S-G,GK,24-040,0,0,"1,260",14,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ben Chilwell,Strasbourg,DF,28-360,0,1,772,10,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Joris Chotard,Brest,MF,24-083,1,0,"1,257",15,,,1.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Djaoui Cissé,Rennes,MF,21-319,0,0,710,14,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mamoudou Cissokho,Auxerre,FW,17-361,0,0,1,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jonathan Clauss,Nice,"DF,MF",33-082,1,2,"1,066",13,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Maxime Colin,Metz,DF,34-031,0,0,797,10,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Francis Coquelin,Nantes,MF,34-217,0,0,149,4,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Derek Cornelius,Marseille,DF,28-021,0,0,58,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Félix Correia,Lille,"FW,MF",24-328,3,4,"1,048",16,,,2.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Grégoire Coudert,Brest,GK,26-257,0,0,572,7,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lasso Coulibaly,Auxerre,"MF,DF",23-058,0,0,209,10,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mamadou Coulibaly,Monaco,MF,21-239,1,1,663,11,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Soumaïla Coulibaly,Brest,DF,22-063,0,0,720,8,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Marius Courcoul,Angers,MF,18-349,0,0,161,12,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Nicolas Cozza,Nantes,DF,26-342,0,0,836,12,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Charlie Cresswell,Toulouse,DF,23-121,3,1,"1,440",16,,,2.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kévin Danois,Auxerre,MF,21-171,1,1,"1,241",15,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Dante,Nice,DF,42-059,0,0,139,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mathys De Carvalho,Lyon,MF,20-229,0,0,271,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jeffrey De Lange,Marseille,GK,27-259,0,0,270,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Théo De Percin,Auxerre,GK,24-317,0,0,226,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Thibault De Smet,Paris FC,DF,27-194,0,1,856,13,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Romain Del Castillo,Brest,"FW,MF",29-262,6,2,"1,261",15,,,6.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Thomas Delaine,Le Havre,"DF,FW",33-267,0,0,201,5,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ousmane Dembélé,Paris S-G,FW,28-215,2,2,336,8,,,3.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jessy Deminguet,Metz,MF,27-343,1,0,963,15,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Rémy Descamps,Lyon,GK,29-174,0,0,360,4,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Bahmed Deuff,Nantes,"MF,FW",19-278,0,0,222,9,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Habib Diallo,Metz,FW,30-181,3,1,922,11,,,4.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Soriba Diaoune,Lille,"FW,MF",18-124,1,1,17,2,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Krépin Diatta,Monaco,"DF,FW",26-294,0,1,656,10,,,0.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mory Diaw,Le Havre,GK,32-177,0,1,"1,440",16,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Junior Diaz,Brest,DF,22-146,0,0,649,8,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Nouha Dicko,Paris FC,FW,33-216,1,1,72,8,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Bamba Dieng,Lorient,"FW,MF",25-268,0,1,63,4,,,0.8,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Eric Dier,Monaco,DF,31-335,1,0,540,6,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Junior Dina Ebimbe,Brest,"FW,MF",25-025,1,0,349,11,,,1.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Sinaly Diomande,Auxerre,DF,24-251,1,0,517,6,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Sérigné Diop,Brest,FW,20-218,0,0,12,2,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Sofiane Diop,Nice,"MF,FW",25-190,6,2,991,16,,,3.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Andy Diouf,Lens,MF,22-213,0,0,90,1,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Yehvann Diouf,Nice,GK,26-030,0,0,"1,440",16,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Assane Dioussé,Auxerre,MF,28-087,0,0,182,10,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Harouna Djibrin,Angers,FW,19-041,2,0,137,8,,,1.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lohann Doucet,Paris FC,MF,23-093,1,0,121,5,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Fodé Doucouré,Le Havre,"MF,FW",24-316,2,1,665,15,,,1.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Désiré Doué,Paris S-G,"FW,MF",20-196,2,1,356,7,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Guela Doué,Strasbourg,DF,23-060,1,3,996,12,,,1.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ismaël Doukouré,Strasbourg,"DF,MF",22-145,0,1,920,11,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kamory Doumbia,Brest,MF,22-301,4,2,912,12,,,2.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Aron Dønnum,Toulouse,"MF,DF",27-240,3,2,"1,170",13,,,3.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Simon Ebonog,Le Havre,MF,21-122,0,0,553,13,,,0.8,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Noah Edjouma,Toulouse,"MF,FW",20-073,0,0,230,10,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Odsonne Édouard,Lens,FW,27-334,7,2,825,13,,,4.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
CJ Egan-Riley,Marseille,DF,22-348,0,0,415,8,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jacques Ekomie,Angers,DF,22-119,0,0,"1,075",16,,,0.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Breel Embolo,Rennes,FW,28-305,4,1,856,13,,,3.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Emanuel Emegha,Strasbourg,FW,22-316,4,2,414,7,,,3.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Emersonn,Toulouse,FW,21-153,3,2,784,12,,,4.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Julio Enciso,Strasbourg,"MF,FW",21-327,0,0,600,9,,,1.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ansu Fati,Monaco,"MF,FW",23-046,5,0,426,10,,,6.8,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Abdoulaye Faye,Lorient,DF,21-085,0,0,573,7,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Matias Fernandez-Pardo,Lille,FW,20-316,2,3,885,12,,,2.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jonathan Fischer,Metz,GK,24-037,0,0,"1,364",16,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Malick Fofana,Lyon,FW,20-260,2,1,721,9,,,2.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Rayan Fofana,Lens,FW,19-307,2,0,454,13,,,3.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Seko Fofana,Rennes,MF,30-223,1,0,654,11,,,1.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Przemysław Frankowski,Rennes,DF,30-248,0,2,813,12,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ismaëlo Ganiou,Lens,DF,20-277,1,0,432,5,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ulisses Garcia,Marseille,DF,29-339,0,0,211,4,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jean-Philippe Gbamin,Metz,DF,30-082,1,1,"1,370",16,,,1.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Yann Gboho,Toulouse,"MF,FW",24-336,5,1,"1,260",15,,,2.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Willem Geubbels,Paris FC,FW,24-122,2,0,574,14,,,3.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Rachid Ghezzal,Lyon,FW,33-221,0,0,142,7,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Olivier Giroud,Lille,FW,39-077,4,1,"1,022",14,,,5.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Martial Godo,Strasbourg,"MF,DF",22-277,2,0,307,11,,,1.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Maxima Goffi,Lille,DF,17-327,0,0,39,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Aleksandr Golovin,Monaco,"FW,MF",29-200,2,1,658,10,,,1.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
André Gomes,Lille,MF,32-139,0,0,8,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Angel Gomes,Marseille,MF,25-107,3,0,879,13,,,1.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Rafael Gonçalves,Strasbourg,MF,20-301,0,0,239,6,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Alimami Gory,Paris FC,"FW,MF",29-108,1,0,269,9,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Amine Gouiri,Marseille,"FW,MF",25-303,1,1,378,6,,,1.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Tiago Gouveia,Nice,"DF,MF",24-181,0,0,375,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jonathan Gradit,Lens,DF,33-022,0,0,807,10,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mason Greenwood,Marseille,"FW,MF",24-076,11,3,"1,222",15,,,8.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Dominik Greif,Lyon,GK,28-254,0,1,"1,080",12,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ismaël Guerti,Metz,MF,21-139,0,0,27,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Idrissa Guèye,Metz,FW,19-091,0,0,132,3,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Morgan Guilavogui,Lens,"MF,FW",27-281,1,0,449,14,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Daouda Guindo,Brest,DF,23-063,0,0,524,10,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Bahereba Guirassy,Nantes,"FW,MF",19-109,2,1,694,13,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Achraf Hakimi,Paris S-G,DF,27-042,2,0,657,9,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Adil Hamdani,Lyon,FW,16-329,0,0,6,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Pierre-Yves Hamel,Paris FC,FW,31-316,0,0,78,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Florent Hanin,Angers,DF,35-315,0,0,405,11,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hans Hateboer,Rennes,DF,31-341,0,0,22,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hans Hateboer,Lyon,DF,31-341,0,0,224,5,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Gauthier Hein,Metz,MF,29-131,5,3,"1,179",14,,,4.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lucas Hernández,Paris S-G,DF,29-305,0,1,857,11,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Santiago Hidalgo,Toulouse,"FW,MF",20-302,2,2,241,12,,,1.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lukáš Hrádecký,Monaco,GK,36-022,0,0,618,7,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kwon Hyeokkyu,Nantes,MF,24-278,0,0,753,12,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hong Hyunseok,Nantes,MF,26-183,0,0,284,6,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lucas Høgsberg,Strasbourg,DF,19-176,0,0,839,10,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Pierre Højbjerg,Marseille,MF,30-133,2,1,"1,122",14,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Stanis Idumbo,Monaco,"MF,DF",20-170,0,1,147,6,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hamza Igamane,Lille,"FW,MF",23-044,5,1,432,13,,,3.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jonathan Ikone,Paris FC,"FW,MF",27-228,0,0,230,8,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
George Ilenikhena,Monaco,"FW,MF",19-122,2,0,286,12,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jérémy Jacquet,Rennes,DF,20-156,0,0,"1,333",15,,,0.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mathis Jangeal,Paris S-G,MF,17-175,0,0,11,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Isak Jansson,Nice,"MF,FW",23-319,1,0,472,12,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Karl-Johan Johnsson,Strasbourg,GK,35-322,0,0,90,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Abdulai Juma Bah,Nice,DF,19-249,0,0,900,12,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hamed Junior Traorè,Marseille,"MF,FW",25-303,0,0,85,1,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Justin-Noël Kalumba,Angers,"FW,MF",20-356,0,0,224,4,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Warren Kamanzi,Toulouse,"DF,MF",25-035,0,0,332,12,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Bingourou Kamara,Lorient,GK,29-056,0,0,270,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Glen Kamara,Rennes,"MF,FW",30-049,0,0,26,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lee Kang-in,Paris S-G,"MF,FW",24-300,1,2,863,14,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Adam Karabec,Lyon,FW,22-167,1,0,758,14,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Dermane Karim,Lorient,"MF,FW",22-009,0,1,769,14,,,0.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Panos Katseris,Lorient,"MF,DF",24-164,0,0,130,3,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ilan Kebbal,Paris FC,"FW,MF",27-160,6,4,"1,404",16,,,4.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Yassine Kechta,Le Havre,MF,23-294,1,1,918,15,,,1.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Thilo Kehrer,Monaco,DF,29-086,0,0,926,11,,,1.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Reda Khadra,Le Havre,"FW,MF",24-165,0,0,203,6,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ruben Kluivert,Lyon,DF,24-209,0,1,198,6,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hervé Koffi,Angers,GK,29-061,0,0,"1,350",15,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Enzo Koffi Vinette,Le Havre,"DF,FW",19-287,0,0,8,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Philipp Köhn,Monaco,GK,27-258,0,0,822,10,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Timothée Kolodziejczak,Paris FC,DF,34-076,0,0,122,5,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Geoffrey Kondogbia,Marseille,"MF,DF",32-304,0,0,312,6,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Koffi Kouao,Metz,DF,27-210,0,0,"1,199",14,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Arsène Kouassi,Lorient,"DF,MF",21-096,1,3,"1,362",16,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Seny Koumbassa,Toulouse,DF,18-179,0,0,12,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hamza Koutoune,Nice,DF,19-090,0,0,1,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jean-Philippe Krasso,Paris FC,FW,28-152,2,2,720,16,,,2.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Sael Kumbedi,Lyon,DF,20-265,0,0,65,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Khvicha Kvaratskhelia,Paris S-G,FW,24-307,3,3,687,14,,,2.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Godson Kyeremeh,Le Havre,"FW,MF",25-185,0,1,336,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Rémy Labeau Lascary,Brest,"FW,MF",22-288,2,0,298,10,,,2.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mayckel Lahdo,Nantes,"FW,MF",22-351,1,1,415,8,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kenny Lala,Brest,DF,34-074,0,1,"1,427",16,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Théo Le Bris,Lorient,DF,23-076,2,1,901,15,,,1.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Julien Le Cardinal,Brest,DF,28-135,1,0,328,5,,,0.8,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Raphael Le Guen,Brest,DF,19-106,0,0,5,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
